name,total+AF8-citation,gen+AF8-citation,com+AF8-citation,copious+AF8-citation,self+AF8-citation,NGC,NCC,OC,institute,domain,hindex,i10,hindex validation,Check if hindex lesser than total citations,,,,
A6250,906,665,18,123,42,0.266,1,1,University of Toronto,Wireless and Sensor Systems,17,29,289,TRUE,,,,
A6251,297,53,181,46,8,1,0.3906,1,University of Auckland,Computing for Development,8,4,64,TRUE,,,,
A6252,792,287,272,180,48,1,0.6566,1,University of Iowa,Computer Architecture,23,23,529,TRUE,,,,
A6253,585,267,64,129,47,1,1,0.8667,Cornell University,Data Management and Visualization,19,22,361,TRUE,,,,
A6254,833,763,60,7,0,0.084,1,1,University of Auckland,Data Management and Visualization,20,21,400,TRUE,,,,
A6255,976,930,28,3,0,0.0471,1,1,Pontificia Universidad Catlica de Chile,Molecular Information Systems,21,26,441,TRUE,,,,
A6256,970,512,94,99,144,0.4722,1,0.8753,Washington University in St. Louis  ,Security and Privacy,15,22,225,TRUE,,,,
A6257,274,140,52,21,31,0.4891,1,0.8905,Aarhus University,Computational +ACY- Synthetic Biology,14,15,196,TRUE,,,,
A6258,456,188,59,190,18,1,1,1,Tel Aviv University,#NAME?, Vision, Animation, and Game Science+ACI-,11,20,121,TRUE,
A6259,507,185,226,62,10,1,0.5542,1,Wesleyan University,Molecular Information Systems,20,20,400,TRUE,,,,
A626,975,7,82,870,3,1,1,1,#NAME?, Irvine +ACI-,Ubiquitous Computing,27,30,729,TRUE,,,
A6260,914,550,210,153,0,0.3982,1,1,Aarhus University,Artificial Intelligence,28,29,784,TRUE,,,,
A6261,636,534,84,16,1,0.1604,1,1,Northwestern University,Systems and Networking,13,14,169,TRUE,,,,
A6262,34,30,2,0,1,0.1176,1,1,University of Toronto,Computer Architecture,2,1,4,TRUE,,,,
A6263,175,143,12,1,2,0.1829,1,0.9029,University of Georgia ,Natural Language Processing,12,12,144,TRUE,,,,
A6264,992,596,196,153,3,0.3992,1,1,Washington University in St. Louis,Computing for Development,23,23,529,TRUE,,,,
A6265,707,290,291,42,14,1,0.5884,0.901,Wesleyan University,Computational +ACY- Synthetic Biology,14,16,196,TRUE,,,,
A6266,9,7,0,1,0,0.2222,1,0.8889,University of Toronto,Theory of Computation,1,0,1,TRUE,,,,
A6267,401,269,16,114,0,0.3292,1,1,Oregon State University,Systems and Networking,16,18,256,TRUE,,,,
A6268,89,56,21,2,0,0.3708,1,0.8876,University of Oxford,Wireless and Sensor Systems,5,4,25,TRUE,,,,
A6269,434,293,19,47,28,0.3249,1,0.8917,Indiana University,Ubiquitous Computing,18,19,324,TRUE,,,,
A627,621,137,336,12,106,1,0.4589,1,The George Washington University,Human Computer Interaction,23,23,529,TRUE,,,,
A6270,990,483,399,82,25,1,0.597,1,Boston University Graduate School,Human Computer Interaction,20,30,400,TRUE,,,,
A6271,388,263,71,21,26,0.3222,1,1,University of Massachusetts Amhers ,Data Management and Visualization,13,14,169,TRUE,,,,
A6272,850,835,3,3,4,0.0176,1,1,Oregon State University,Machine Learning,24,25,576,TRUE,,,,
A6273,584,413,163,0,4,0.2928,0.7209,1,#NAME?, Riverside+ACI-,Ubiquitous Computing,15,16,225,TRUE,,,
A6274,334,65,147,76,37,1,0.5599,1,#NAME?, San Diego+ACI-,Systems and Networking,9,1,81,TRUE,,,
A6275,118,27,26,9,53,1,1,1,University Aix+AC0-Marseille,Data Science,7,0,49,TRUE,,,,
A6276,750,331,281,63,60,1,0.6253,1,Stanford University,Computer Architecture,18,25,324,TRUE,,,,
A6277,599,523,39,9,22,0.1269,1,1,Pontificia Universidad Catlica de Chile,Natural Language Processing,21,22,441,TRUE,,,,
A6278,648,295,271,50,22,1,0.5818,1,Cornell University,Computing for Development,15,18,225,TRUE,,,,
A6279,353,197,67,56,13,0.4419,1,1,University of Auckland,Machine Learning,13,13,169,TRUE,,,,
A628,497,432,32,13,10,0.1308,1,1,#NAME?, Los Angeles+ACI-,Systems and Networking,12,21,144,TRUE,,,
A6280,692,459,155,5,50,0.3367,1,1,Massachusetts Institute of Technology,Machine Learning,19,19,361,TRUE,,,,
A6281,731,587,17,30,85,0.197,1,1,University of Rochester,Data Management and Visualization,15,20,225,TRUE,,,,
A6282,652,172,300,63,16,1,0.5399,0.8451,Indiana University,Computational +ACY- Synthetic Biology,14,14,196,TRUE,,,,
A6283,550,193,258,74,15,1,0.5309,1,Pontificia Universidad Catlica de Chile,Ubiquitous Computing,18,18,324,TRUE,,,,
A6284,162,116,34,0,9,0.284,1,1,Stanford University,Molecular Information Systems,9,1,81,TRUE,,,,
A6285,796,559,15,124,9,0.2977,1,0.8882,Flinders University of South Australia,Security and Privacy,18,18,324,TRUE,,,,
A6286,358,112,192,46,6,1,0.4637,1,#NAME?, Irvine +ACI-,Human Computer Interaction,14,15,196,TRUE,,,
A6287,17,16,0,0,0,0.0588,1,1,Washington University in St. Louis,Natural Language Processing,3,1,9,TRUE,,,,
A6288,414,145,64,18,140,1,1,0.8865,Massachusetts Institute of Technology ,Artificial Intelligence,16,16,256,TRUE,,,,
A6289,718,354,304,36,9,1,0.5766,1,Massachusetts Institute of Technology,Wireless and Sensor Systems,21,23,441,TRUE,,,,
A629,481,231,180,14,51,1,0.6258,1,Washington University in St. Louis  ,Computational +ACY- Synthetic Biology,13,19,169,TRUE,,,,
A6290,767,241,262,210,19,1,0.6584,1,Pontificia Universidad Catlica de Chile,Computational +ACY- Synthetic Biology,24,24,576,TRUE,,,,
A6291,96,14,15,20,31,1,1,0.8333,Aarhus University,Theory of Computation,8,7,64,TRUE,,,,
A6292,160,96,39,12,7,0.4,1,1,Massachusetts Institute of Technology ,Natural Language Processing,11,11,121,TRUE,,,,
A6293,605,243,228,48,53,1,0.6231,1,Cornell University,Programming Languages and Software Engineering,21,21,441,TRUE,,,,
A6294,533,323,139,25,18,0.394,0.7392,1,University of Pittsburgh  ,Machine Learning,20,22,400,TRUE,,,,
A6295,410,292,91,3,21,0.2878,1,1,Cornell University,Security and Privacy,13,18,169,TRUE,,,,
A6296,984,637,331,6,1,0.3526,0.6636,1,Vrije Universiteit Amsterdam ,Security and Privacy,22,22,484,TRUE,,,,
A6297,595,1,345,65,5,1,0.4202,0.6992,Flinders University of South Australia,Data Science,23,23,529,TRUE,,,,
A6298,711,156,236,210,23,1,0.6681,0.879,#NAME?, Berkeley+ACI-,Molecular Information Systems,24,25,576,TRUE,,,
A6299,560,310,149,53,23,0.4464,0.7339,1,University of Rochester,Data Management and Visualization,18,19,324,TRUE,,,,
A63,445,350,78,3,6,0.2135,1,1,University of Notre Dame,Data Management and Visualization,10,8,100,TRUE,,,,
A630,229,64,92,71,1,1,0.5983,1,University of New Brunswick,Artificial Intelligence,7,3,49,TRUE,,,,
A6300,500,210,117,6,125,1,1,0.916,Washington University in St. Louis  ,Data Management and Visualization,17,19,289,TRUE,,,,
A6301,284,151,121,6,1,0.4683,0.5739,1,Washington University in St. Louis,Data Management and Visualization,13,14,169,TRUE,,,,
A6302,831,699,116,9,5,0.1588,1,1,University of Oxford,#NAME?, Vision, Animation, and Game Science+ACI-,18,20,324,TRUE,
A6303,618,240,293,79,1,1,0.5259,1,Washington University in St. Louis,Theory of Computation,18,23,324,TRUE,,,,
A6304,791,710,28,30,11,0.1024,1,1,Washington University in St. Louis  ,Molecular Information Systems,17,17,289,TRUE,,,,
A6305,267,50,98,55,14,1,0.633,0.8127,University of Oxford,Theory of Computation,15,15,225,TRUE,,,,
A6306,863,695,109,51,0,0.1947,1,1,#NAME?, Berkeley+ACI-,Data Science,24,25,576,TRUE,,,
A6307,34,26,6,1,0,0.2353,1,1,University of Pittsburgh  ,#NAME?, Vision, Animation, and Game Science+ACI-,2,0,4,TRUE,
A6308,778,48,687,25,15,1,0.117,1,Oregon State University,Systems and Networking,13,15,169,TRUE,,,,
A6309,702,318,24,19,29,1,1,0.5556,The George Washington University,Wireless and Sensor Systems,16,20,256,TRUE,,,,
A631,240,117,88,30,3,0.5125,0.6333,1,University of Georgia ,Artificial Intelligence,8,4,64,TRUE,,,,
A6310,729,337,270,26,73,1,0.6296,1,Rijksuniversiteit Groningen,Artificial Intelligence,24,26,576,TRUE,,,,
A6311,606,304,4,227,14,0.4983,1,0.9059,University of Oxford,Data Management and Visualization,14,22,196,TRUE,,,,
A6312,408,48,339,4,12,1,0.1691,1,Massachusetts Institute of Technology ,Machine Learning,18,18,324,TRUE,,,,
A6313,279,184,30,30,6,0.3405,1,0.8961,The University of Chicago,Molecular Information Systems,9,0,81,TRUE,,,,
A6314,648,442,73,51,33,0.3179,1,0.9244,Massachusetts Institute of Technology,Natural Language Processing,14,15,196,TRUE,,,,
A6315,910,604,197,103,3,0.3363,1,1,#NAME?, Berkeley  +ACI-,Computer Architecture,19,21,361,TRUE,,,
A6316,86,61,1,3,11,0.2907,1,0.8837,#NAME?, Irvine +ACI-,Data Science,5,2,25,TRUE,,,
A6317,470,90,369,4,1,1,0.2149,1,University of Massachusetts Amhers ,Ubiquitous Computing,15,19,225,TRUE,,,,
A6318,263,51,152,1,26,1,0.4221,0.8745,Rijksuniversiteit Groningen,Artificial Intelligence,11,11,121,TRUE,,,,
A6319,162,14,23,70,5,1,1,0.6914,#NAME?, Irvine +ACI-,Theory of Computation,6,1,36,TRUE,,,
A632,160,99,36,16,5,0.3812,1,1,Northwestern University,Wireless and Sensor Systems,7,4,49,TRUE,,,,
A6320,717,627,3,19,49,0.1255,1,1,University of Pittsburgh  ,Systems and Networking,21,25,441,TRUE,,,,
A6321,96,91,2,2,0,0.0521,1,1,University of Pittsburgh  ,Artificial Intelligence,4,3,16,TRUE,,,,
A6322,641,159,304,136,22,1,0.5257,1,Stanford University,Molecular Information Systems,14,18,196,TRUE,,,,
A6323,139,35,91,9,1,1,0.3453,1,Washington University in St. Louis,Human Computer Interaction,7,2,49,TRUE,,,,
A6324,970,397,13,97,128,1,1,0.6546,Rijksuniversiteit Groningen,Systems and Networking,25,27,625,TRUE,,,,
A6325,652,160,358,122,7,1,0.4509,1,Washington University in St. Louis,Computer Architecture,12,22,144,TRUE,,,,
A6326,463,448,6,5,1,0.0324,1,1,University of Toronto,Programming Languages and Software Engineering,11,12,121,TRUE,,,,
A6327,914,727,126,40,13,0.2046,1,1,#NAME?, Riverside+ACI-,Human Computer Interaction,17,29,289,TRUE,,,
A6328,62,60,0,0,0,0.0323,1,1,#NAME?, Los Angeles+ACI-,Security and Privacy,6,5,36,TRUE,,,
A6329,302,50,26,109,97,1,1,0.9338,Rijksuniversiteit Groningen,Artificial Intelligence,10,4,100,TRUE,,,,
A633,465,412,32,3,15,0.114,1,1,Cornell University,Artificial Intelligence,12,14,144,TRUE,,,,
A6330,214,153,28,23,1,0.285,1,1,Vrije Universiteit Amsterdam ,Natural Language Processing,13,13,169,TRUE,,,,
A6331,451,117,152,6,174,1,0.663,1,Aarhus University,Data Science,13,16,169,TRUE,,,,
A6332,812,695,20,58,12,0.1441,1,1,#NAME?, Riverside+ACI-,Ubiquitous Computing,18,21,324,TRUE,,,
A6333,446,214,51,133,21,1,1,1,University of Massachusetts Amhers ,Wireless and Sensor Systems,10,4,100,TRUE,,,,
A6334,866,373,478,3,10,1,0.448,1,Washington University in St. Louis  ,Programming Languages and Software Engineering,18,18,324,TRUE,,,,
A6335,930,635,18,178,32,0.3172,1,0.928,University of Auckland,Wireless and Sensor Systems,19,23,361,TRUE,,,,
A6336,589,467,5,36,55,0.2071,1,1,University of Notre Dame,Theory of Computation,15,21,225,TRUE,,,,
A6337,994,915,29,7,30,0.0795,1,1,University Aix+AC0-Marseille,Systems and Networking,23,28,529,TRUE,,,,
A6338,511,202,304,0,4,1,0.4051,1,University of Washington,Machine Learning,17,21,289,TRUE,,,,
A6339,116,8,49,1,37,1,0.5776,0.819,University of Arizona,Data Management and Visualization,6,4,36,TRUE,,,,
A634,591,589,0,0,1,0.0034,1,1,Massachusetts Institute of Technology ,Machine Learning,14,15,196,TRUE,,,,
A6340,126,66,58,0,1,0.4762,0.5397,1,#NAME?, Berkeley  +ACI-,Systems and Networking,8,6,64,TRUE,,,
A6341,97,21,64,9,2,1,0.3402,1,Stanford University,Theory of Computation,5,1,25,TRUE,,,,
A6342,791,363,61,199,36,1,1,0.8331, The University of Chicago,Security and Privacy,17,18,289,TRUE,,,,
A6343,112,71,15,17,0,0.3661,1,0.9196,#NAME?, Riverside+ACI-,Machine Learning,7,4,49,TRUE,,,
A6344,951,24,91,750,43,1,1,1,University of Rochester,Programming Languages and Software Engineering,22,22,484,TRUE,,,,
A6345,624,608,6,6,3,0.0256,1,1,Massachusetts Institute of Technology ,Ubiquitous Computing,20,23,400,TRUE,,,,
A6346,339,70,66,43,35,1,1,0.6313,The George Washington University,Computer Architecture,12,14,144,TRUE,,,,
A6347,748,168,325,199,41,1,0.5655,1,Pontificia Universidad Catlica de Chile,Data Management and Visualization,22,26,484,TRUE,,,,
A6348,302,276,1,22,0,0.0861,1,1,University of Oxford,#NAME?, Vision, Animation, and Game Science+ACI-,16,16,256,TRUE,
A6349,874,632,201,8,19,0.2769,1,1,University Aix+AC0-Marseille,Programming Languages and Software Engineering,15,24,225,TRUE,,,,
A635,670,140,331,106,74,1,0.506,1,Aarhus University,#NAME?, Vision, Animation, and Game Science+ACI-,16,20,256,TRUE,
A6350,948,546,171,208,8,0.4241,1,1,Boston University Graduate School,Artificial Intelligence,23,25,529,TRUE,,,,
A6351,725,16,381,158,103,1,0.4745,0.9076,Oregon State University,Machine Learning,25,25,625,TRUE,,,,
A6352,67,7,38,6,2,1,0.4328,0.791,Washington University in St. Louis  ,Machine Learning,5,3,25,TRUE,,,,
A6353,967,52,713,9,24,1,0.2627,0.8252,Stanford University,Machine Learning,28,30,784,TRUE,,,,
A6354,219,162,13,11,3,0.2603,1,0.863,Indiana University,Computational +ACY- Synthetic Biology,8,6,64,TRUE,,,,
A6355,113,37,68,4,3,1,0.3982,1,#NAME?, Berkeley  +ACI-,Artificial Intelligence,6,1,36,TRUE,,,
A6356,215,158,43,10,2,0.2651,1,1,University of Rochester,Theory of Computation,8,6,64,TRUE,,,,
A6357,896,297,336,161,95,1,0.625,1,University of Notre Dame,Security and Privacy,24,27,576,TRUE,,,,
A6358,594,399,66,87,11,0.3283,1,1,The George Washington University,Security and Privacy,17,21,289,TRUE,,,,
A6359,55,26,22,2,1,1,0.6,1,Boston University Graduate School,Molecular Information Systems,5,2,25,TRUE,,,,
A636,85,79,3,2,0,0.0706,1,1,Cornell University,Natural Language Processing,7,3,49,TRUE,,,,
A6360,426,213,16,137,41,0.5,1,1, The University of Chicago,Data Management and Visualization,18,18,324,TRUE,,,,
A6361,609,14,585,8,1,1,0.0394,1,University Aix+AC0-Marseille,Theory of Computation,12,21,144,TRUE,,,,
A6362,166,149,13,0,2,0.1024,1,1,Indiana University,Computer Architecture,7,0,49,TRUE,,,,
A6363,634,319,115,175,5,0.4968,1,1,University of Georgia ,Artificial Intelligence,17,17,289,TRUE,,,,
A6364,833,277,154,191,90,1,1,0.8547,University of Georgia ,Computational +ACY- Synthetic Biology,19,23,361,TRUE,,,,
A6365,406,51,210,105,11,1,0.4828,0.9286,Stanford University,Programming Languages and Software Engineering,16,16,256,TRUE,,,,
A6366,730,112,225,165,139,1,0.6918,0.8781,Massachusetts Institute of Technology ,Computer Architecture,26,26,676,TRUE,,,,
A6367,28,21,5,0,0,0.25,1,0.9286,#NAME?, Los Angeles+ACI-,Theory of Computation,2,1,4,TRUE,,,
A6368,582,384,170,12,14,0.3402,0.7079,1,University of Arizona,Wireless and Sensor Systems,16,19,256,TRUE,,,,
A6369,793,515,247,17,13,0.3506,0.6885,1,Wesleyan University,Theory of Computation,26,26,676,TRUE,,,,
A637,899,589,88,17,25,0.3448,1,0.7998,#NAME?, Berkeley  +ACI-,Ubiquitous Computing,27,27,729,TRUE,,,
A6370,764,744,0,10,3,0.0262,1,1,Indiana University,Computing for Development,13,18,169,TRUE,,,,
A6371,141,126,7,2,1,0.1064,1,1,#NAME?, Berkeley+ACI-,Data Management and Visualization,10,8,100,TRUE,,,
A6372,864,47,576,75,118,1,0.3333,1,University of Iowa,Systems and Networking,23,23,529,TRUE,,,,
A6373,459,259,108,16,10,0.4357,1,0.8562,Pontificia Universidad Catlica de Chile,Data Science,11,20,121,TRUE,,,,
A6374,602,132,100,265,96,1,1,1,University of Georgia ,Data Management and Visualization,13,13,169,TRUE,,,,
A6375,401,352,10,37,1,0.1222,1,1,University of Notre Dame,Wireless and Sensor Systems,15,18,225,TRUE,,,,
A6376,357,179,39,88,48,0.4986,1,1,Boston University Graduate School,Human Computer Interaction,10,4,100,TRUE,,,,
A6377,792,37,131,583,3,1,1,1,Massachusetts Institute of Technology ,Systems and Networking,24,26,576,TRUE,,,,
A6378,653,387,225,36,2,0.4074,0.6554,1,The University of Chicago,Security and Privacy,16,16,256,TRUE,,,,
A6379,166,86,17,40,6,0.4819,1,0.8976,University of Massachusetts Amhers ,Programming Languages and Software Engineering,11,11,121,TRUE,,,,
A638,827,637,166,6,4,0.2297,1,1,The George Washington University,Security and Privacy,26,26,676,TRUE,,,,
A6380,121,29,13,1,73,1,1,1,Northwestern University,Machine Learning,8,7,64,TRUE,,,,
A6381,671,157,130,23,82,1,1,0.5842,The University of Chicago,Data Management and Visualization,23,24,529,TRUE,,,,
A6382,977,586,16,308,47,0.4002,1,1, The University of Chicago,Programming Languages and Software Engineering,29,29,841,TRUE,,,,
A6383,625,520,79,10,1,0.168,1,1,University of Georgia ,Computing for Development,14,24,196,TRUE,,,,
A6384,500,475,2,1,3,0.05,1,1,University of Notre Dame,Computer Architecture,21,21,441,TRUE,,,,
A6385,35,24,9,0,0,0.3143,0.7429,1,The University of Chicago,Computational +ACY- Synthetic Biology,3,1,9,TRUE,,,,
A6386,636,264,169,106,40,1,0.7343,0.9104,#NAME?, Los Angeles+ACI-,Wireless and Sensor Systems,14,15,196,TRUE,,,
A6387,467,129,99,60,58,1,1,0.7409,#NAME?, Los Angeles+ACI-,Programming Languages and Software Engineering,17,17,289,TRUE,,,
A6388,448,69,164,91,58,1,0.6339,0.8527,University of Georgia ,Theory of Computation,13,14,169,TRUE,,,,
A6389,355,170,55,97,14,1,1,1,Oregon State University,Ubiquitous Computing,12,15,144,TRUE,,,,
A639,234,115,21,79,5,1,1,1,University of Notre Dame,Computational +ACY- Synthetic Biology,11,12,121,TRUE,,,,
A6390,105,62,11,28,3,0.4095,1,1,University of Rochester,Theory of Computation,7,0,49,TRUE,,,,
A6391,205,139,56,7,2,0.322,0.7268,1,Washington University in St. Louis,Systems and Networking,8,1,64,TRUE,,,,
A6392,8,5,2,0,0,0.375,0.75,0.875,Indiana University,Theory of Computation,1,0,1,TRUE,,,,
A6393,247,152,42,50,0,0.3846,1,1,#NAME?, Berkeley+ACI-,Programming Languages and Software Engineering,13,13,169,TRUE,,,
A6394,582,483,90,0,2,0.1701,1,1,Massachusetts Institute of Technology ,Molecular Information Systems,23,23,529,TRUE,,,,
A6395,797,721,50,7,13,0.0954,1,1,Aarhus University,Ubiquitous Computing,24,27,576,TRUE,,,,
A6396,839,56,773,7,2,1,0.0787,1,Aarhus University,Data Management and Visualization,19,27,361,TRUE,,,,
A6397,866,554,207,98,1,0.3603,1,1,#NAME?, Riverside+ACI-,Machine Learning,24,24,576,TRUE,,,
A6398,337,300,12,13,10,0.1098,1,1,University Aix+AC0-Marseille,Human Computer Interaction,12,15,144,TRUE,,,,
A6399,628,64,194,57,265,1,0.6911,0.9236,Stanford University,Human Computer Interaction,16,16,256,TRUE,,,,
A64,352,317,11,18,2,0.0994,1,1,University of Auckland,#NAME?, Vision, Animation, and Game Science+ACI-,10,9,100,TRUE,
A640,360,181,49,35,70,0.4972,1,0.9306,University of Toronto,Data Management and Visualization,11,14,121,TRUE,,,,
A6400,652,623,26,1,1,0.0445,1,1,Boston University Graduate School,Ubiquitous Computing,15,18,225,TRUE,,,,
A6401,229,92,31,92,10,1,1,1,University of Rochester,Data Management and Visualization,14,14,196,TRUE,,,,
A6402,287,73,54,31,24,1,1,0.6341,Wesleyan University,Artificial Intelligence,14,15,196,TRUE,,,,
A6403,44,37,3,1,2,0.1591,1,1, The University of Chicago,Human Computer Interaction,4,2,16,TRUE,,,,
A6404,663,208,350,56,23,1,0.4721,1,University of Oxford,Machine Learning,15,16,225,TRUE,,,,
A6405,6,5,0,0,0,0.1667,1,0.8333,University of Georgia ,Artificial Intelligence,1,0,1,TRUE,,,,
A6406,980,59,116,522,205,1,1,0.9204,University of Auckland,Human Computer Interaction,15,20,225,TRUE,,,,
A6407,877,859,14,0,2,0.0205,1,1,University of Auckland,Natural Language Processing,28,28,784,TRUE,,,,
A6408,718,498,140,76,3,0.3064,1,1,Oregon State University,Computational +ACY- Synthetic Biology,22,23,484,TRUE,,,,
A6409,752,246,3,229,83,1,1,0.746,Aarhus University,Wireless and Sensor Systems,19,25,361,TRUE,,,,
A641,224,162,8,43,1,0.2768,1,1,Vrije Universiteit Amsterdam ,Artificial Intelligence,9,4,81,TRUE,,,,
A6410,565,102,241,157,62,1,0.5735,1,#NAME?, Berkeley+ACI-,Theory of Computation,20,20,400,TRUE,,,
A6411,389,83,14,116,99,1,1,0.8021,Washington University in St. Louis,Computational +ACY- Synthetic Biology,18,18,324,TRUE,,,,
A6412,34,3,0,13,10,1,1,0.7647,Aarhus University,Machine Learning,3,1,9,TRUE,,,,
A6413,662,410,103,113,3,0.3807,1,1,University Aix+AC0-Marseille,Molecular Information Systems,24,24,576,TRUE,,,,
A6414,623,125,349,127,11,1,0.4398,1,#NAME?, Irvine +ACI-,Data Science,22,22,484,TRUE,,,
A6415,94,49,39,0,4,0.4787,0.5851,1,Washington University in St. Louis,Artificial Intelligence,4,2,16,TRUE,,,,
A6416,178,46,74,34,16,1,0.5843,1,University of Notre Dame,Theory of Computation,8,7,64,TRUE,,,,
A6417,746,241,312,28,44,1,0.5818,0.8378,#NAME?, Irvine +ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,19,20,361,TRUE
A6418,967,52,418,104,217,1,0.5677,0.818,Massachusetts Institute of Technology,Ubiquitous Computing,29,29,841,TRUE,,,,
A6419,206,164,5,1,13,0.2039,1,0.8883,University of New Brunswick,Data Science,11,12,121,TRUE,,,,
